
mbgsvcd v4.2.14 copyright Meinberg 2010-2020

Found 1 devices usable for the NTP daemon
PC cycles counter clock frequency: 3502655000 Hz
GNS181PEX: 2021-02-22 07:31:10.8900185 1613979070.890018702 1613979070.889561176 +0.000457525, ltcy: 0.11 us, exec: 0.11 us, limit: 0.11 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:50.8998903 1613979110.899890423 1613979110.899427176 +0.000463009, ltcy: 0.20 us, exec: 0.25 us, limit: 0.21 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:51.9001290 1613979111.900129080 1613979111.899665833 +0.000463009, ltcy: 0.20 us, exec: 0.20 us, limit: 0.22 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:52.9003496 1613979112.900349617 1613979112.899886370 +0.000463009, ltcy: 0.15 us, exec: 0.16 us, limit: 0.22 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:53.9005453 1613979113.900545359 1613979113.900082111 +0.000463009, ltcy: 0.13 us, exec: 0.06 us, limit: 0.21 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:54.9007635 1613979114.900763512 1613979114.900300026 +0.000463247, ltcy: 0.13 us, exec: 0.09 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:55.9009562 1613979115.900956392 1613979115.900492668 +0.000463486, ltcy: 0.14 us, exec: 0.09 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:56.9012053 1613979116.901205301 1613979116.900741339 +0.000463724, ltcy: 0.20 us, exec: 0.19 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:57.9014281 1613979117.901428223 1613979117.900964022 +0.000463963, ltcy: 0.18 us, exec: 0.12 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:58.9017002 1613979118.901700258 1613979118.901236057 +0.000463963, ltcy: 0.20 us, exec: 0.24 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:31:59.9019407 1613979119.901940823 1613979119.901476383 +0.000464201, ltcy: 0.20 us, exec: 0.21 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:00.9021790 1613979120.902179003 1613979120.901714563 +0.000464201, ltcy: 0.30 us, exec: 0.21 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:01.9057262 1613979121.905726194 1613979121.905262232 +0.000463724, ltcy: 0.15 us, exec: 0.13 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:02.9059802 1613979122.905980110 1613979122.905515432 +0.000464439, ltcy: 0.15 us, exec: 0.21 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:03.9062073 1613979123.906207323 1613979123.905742884 +0.000464201, ltcy: 0.16 us, exec: 0.18 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:04.9064700 1613979124.906470060 1613979124.906004906 +0.000464916, ltcy: 0.20 us, exec: 0.19 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:05.9066845 1613979125.906684637 1613979125.906219482 +0.000464916, ltcy: 0.14 us, exec: 0.16 us, limit: 0.20 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:06.9068952 1613979126.906895161 1613979126.906429768 +0.000465155, ltcy: 0.19 us, exec: 0.19 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:07.9071135 1613979127.907113552 1613979127.906648636 +0.000464678, ltcy: 0.14 us, exec: 0.12 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:08.9072989 1613979128.907298803 1613979128.906833887 +0.000464678, ltcy: 0.15 us, exec: 0.10 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:09.9074954 1613979129.907495499 1613979129.907029629 +0.000465631, ltcy: 0.14 us, exec: 0.16 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:10.9077126 1613979130.907712698 1613979130.907246590 +0.000465870, ltcy: 0.15 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:11.9079398 1613979131.907939911 1613979131.907474279 +0.000465393, ltcy: 0.18 us, exec: 0.11 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:12.9266947 1613979132.926694632 1613979132.926228523 +0.000465870, ltcy: 0.17 us, exec: 0.14 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:13.9268922 1613979133.926892281 1613979133.926425934 +0.000466108, ltcy: 0.14 us, exec: 0.10 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:14.9270790 1613979134.927078962 1613979134.926612377 +0.000466347, ltcy: 0.14 us, exec: 0.14 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:15.9272977 1613979135.927297831 1613979135.926831484 +0.000466108, ltcy: 0.14 us, exec: 0.10 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:16.9275330 1613979136.927533150 1613979136.927066088 +0.000466824, ltcy: 0.22 us, exec: 0.19 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:17.9277961 1613979137.927796125 1613979137.927329540 +0.000466347, ltcy: 0.21 us, exec: 0.20 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:18.9280261 1613979138.928026199 1613979138.927558899 +0.000467062, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:19.9282464 1613979139.928246498 1613979139.927779675 +0.000466585, ltcy: 0.18 us, exec: 0.13 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:20.9284997 1613979140.928499699 1613979140.928032398 +0.000467062, ltcy: 0.15 us, exec: 0.13 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:21.9287428 1613979141.928742886 1613979141.928275585 +0.000467062, ltcy: 0.20 us, exec: 0.20 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:22.9290234 1613979142.929023504 1613979142.928555489 +0.000467777, ltcy: 0.19 us, exec: 0.19 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:23.9292667 1613979143.929266691 1613979143.928798676 +0.000467777, ltcy: 0.21 us, exec: 0.21 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:24.9295118 1613979144.929511786 1613979144.929044247 +0.000467300, ltcy: 0.19 us, exec: 0.16 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:25.9297218 1613979145.929721832 1613979145.929254055 +0.000467539, ltcy: 0.20 us, exec: 0.19 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:26.9299840 1613979146.929984093 1613979146.929516077 +0.000467777, ltcy: 0.15 us, exec: 0.23 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:27.9302309 1613979147.930230856 1613979147.929762125 +0.000468493, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:28.9304775 1613979148.930477619 1613979148.930009127 +0.000468254, ltcy: 0.17 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:29.9306865 1613979149.930686474 1613979149.930217743 +0.000468493, ltcy: 0.18 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:30.9308902 1613979150.930890322 1613979150.930421829 +0.000468254, ltcy: 0.15 us, exec: 0.16 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:31.9312098 1613979151.931209803 1613979151.930740595 +0.000468969, ltcy: 0.18 us, exec: 0.18 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:32.9314451 1613979152.931445122 1613979152.930975676 +0.000469208, ltcy: 0.22 us, exec: 0.20 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:33.9316635 1613979153.931663513 1613979153.931194305 +0.000468969, ltcy: 0.20 us, exec: 0.22 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:34.9319199 1613979154.931919813 1613979154.931450129 +0.000469446, ltcy: 0.20 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:35.9321953 1613979155.932195425 1613979155.931725979 +0.000469208, ltcy: 0.18 us, exec: 0.12 us, limit: 0.16 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:36.9324474 1613979156.932447433 1613979156.931977272 +0.000469923, ltcy: 0.22 us, exec: 0.22 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:37.9327130 1613979157.932713032 1613979157.932242870 +0.000469923, ltcy: 0.21 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:38.9329470 1613979158.932947159 1613979158.932477236 +0.000469685, ltcy: 0.20 us, exec: 0.19 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:39.9332114 1613979159.933211327 1613979159.932740927 +0.000470161, ltcy: 0.14 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:40.9334349 1613979160.933434963 1613979160.932964087 +0.000470638, ltcy: 0.22 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:41.9336636 1613979161.933663607 1613979161.933192730 +0.000470638, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:42.9338950 1613979162.933895111 1613979162.933423996 +0.000470877, ltcy: 0.17 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:43.9341251 1613979163.934125185 1613979163.933653831 +0.000471115, ltcy: 0.23 us, exec: 0.36 us, limit: 0.18 us, leap: 00
GNS181PEX: 2021-02-22 07:32:44.9343852 1613979164.934385300 1613979164.933913231 +0.000471592, ltcy: 0.40 us, exec: 0.45 us, limit: 0.19 us, leap: 00
GNS181PEX: 2021-02-22 07:32:45.9346408 1613979165.934640884 1613979165.934170008 +0.000470638, ltcy: 0.14 us, exec: 0.12 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:46.9349088 1613979166.934908867 1613979166.934437275 +0.000471354, ltcy: 0.14 us, exec: 0.16 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:47.9351905 1613979167.935190678 1613979167.934719086 +0.000471354, ltcy: 0.18 us, exec: 0.17 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:48.9354274 1613979168.935427427 1613979168.934955359 +0.000471830, ltcy: 0.15 us, exec: 0.14 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:49.9357617 1613979169.935761690 1613979169.935289383 +0.000472069, ltcy: 0.19 us, exec: 0.21 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:50.9359875 1613979170.935987473 1613979170.935515165 +0.000472069, ltcy: 0.19 us, exec: 0.09 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:51.9361834 1613979171.936183453 1613979171.935711384 +0.000471830, ltcy: 0.19 us, exec: 0.10 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:52.9366937 1613979172.936693907 1613979172.936221123 +0.000472546, ltcy: 0.17 us, exec: 0.13 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:53.9369229 1613979173.936923027 1613979173.936450481 +0.000472307, ltcy: 0.18 us, exec: 0.18 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:54.9371699 1613979174.937170029 1613979174.936697483 +0.000472307, ltcy: 0.18 us, exec: 0.12 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:55.9373919 1613979175.937391996 1613979175.936918736 +0.000473022, ltcy: 0.16 us, exec: 0.13 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:56.9376035 1613979176.937603474 1613979176.937129974 +0.000473261, ltcy: 0.20 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:57.9378629 1613979177.937862873 1613979177.937389135 +0.000473499, ltcy: 0.34 us, exec: 0.19 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:58.9380960 1613979178.938096046 1613979178.937622309 +0.000473499, ltcy: 0.13 us, exec: 0.11 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:32:59.9383348 1613979179.938334942 1613979179.937860727 +0.000473976, ltcy: 0.20 us, exec: 0.19 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:00.9386017 1613979180.938601732 1613979180.938127995 +0.000473499, ltcy: 0.20 us, exec: 0.19 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:01.9388644 1613979181.938864470 1613979181.938390255 +0.000473976, ltcy: 0.20 us, exec: 0.22 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:02.9391147 1613979182.939114809 1613979182.938640594 +0.000473976, ltcy: 0.21 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:03.9393664 1613979183.939366341 1613979183.938891649 +0.000474453, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:04.9395993 1613979184.939599276 1613979184.939124823 +0.000474215, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:05.9398509 1613979185.939851046 1613979185.939375877 +0.000474930, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:06.9400911 1613979186.940091133 1613979186.939615965 +0.000474930, ltcy: 0.22 us, exec: 0.19 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:07.9404013 1613979187.940401316 1613979187.939925909 +0.000475168, ltcy: 0.16 us, exec: 0.15 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:08.9406247 1613979188.940624714 1613979188.940149546 +0.000474930, ltcy: 0.22 us, exec: 0.19 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:09.9408804 1613979189.940880537 1613979189.940405369 +0.000474930, ltcy: 0.20 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:10.9411182 1613979190.941118240 1613979190.940643072 +0.000474930, ltcy: 0.17 us, exec: 0.10 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:11.9413879 1613979191.941387892 1613979191.940911770 +0.000475883, ltcy: 0.16 us, exec: 0.13 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:12.9416050 1613979192.941605091 1613979192.941128731 +0.000476122, ltcy: 0.22 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:13.9418575 1613979193.941857576 1613979193.941381454 +0.000475883, ltcy: 0.20 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:14.9421018 1613979194.942101717 1613979194.941625118 +0.000476360, ltcy: 0.20 us, exec: 0.23 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:15.9423596 1613979195.942359686 1613979195.941883087 +0.000476360, ltcy: 0.19 us, exec: 0.20 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:16.9426016 1613979196.942601681 1613979196.942124844 +0.000476599, ltcy: 0.16 us, exec: 0.14 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:17.9428319 1613979197.942831993 1613979197.942354679 +0.000477076, ltcy: 0.20 us, exec: 0.22 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:18.9430885 1613979198.943088531 1613979198.942611456 +0.000476837, ltcy: 0.20 us, exec: 0.21 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:19.9433151 1613979199.943315268 1613979199.942837715 +0.000477314, ltcy: 0.17 us, exec: 0.13 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:20.9435668 1613979200.943566799 1613979200.943089485 +0.000477076, ltcy: 0.22 us, exec: 0.24 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:21.9437693 1613979201.943769217 1613979201.943291187 +0.000477791, ltcy: 0.20 us, exec: 0.17 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:22.9440153 1613979202.944015265 1613979202.943537235 +0.000477791, ltcy: 0.20 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:23.9442987 1613979203.944298744 1613979203.943820477 +0.000478029, ltcy: 0.18 us, exec: 0.17 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:24.9445480 1613979204.944548130 1613979204.944069624 +0.000478268, ltcy: 0.21 us, exec: 0.19 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:25.9447639 1613979205.944763899 1613979205.944285393 +0.000478268, ltcy: 0.18 us, exec: 0.16 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:26.9449978 1613979206.944997787 1613979206.944519520 +0.000478029, ltcy: 0.21 us, exec: 0.19 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:27.9453099 1613979207.945309877 1613979207.944830894 +0.000478745, ltcy: 0.22 us, exec: 0.21 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:28.9456103 1613979208.945610285 1613979208.945131063 +0.000478983, ltcy: 0.20 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:29.9458472 1613979209.945847273 1613979209.945367813 +0.000479221, ltcy: 0.21 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:30.9460583 1613979210.946058273 1613979210.945578575 +0.000479460, ltcy: 0.23 us, exec: 0.20 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:31.9462685 1613979211.946268559 1613979211.945788860 +0.000479460, ltcy: 0.16 us, exec: 0.13 us, limit: 0.19 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:32.9465666 1613979212.946566582 1613979212.946087122 +0.000479221, ltcy: 0.13 us, exec: 0.12 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:33.9467589 1613979213.946758986 1613979213.946278572 +0.000480175, ltcy: 0.20 us, exec: 0.18 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:34.9469763 1613979214.946976423 1613979214.946496248 +0.000479937, ltcy: 0.14 us, exec: 0.12 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:35.9472937 1613979215.947293758 1613979215.946813345 +0.000480175, ltcy: 0.15 us, exec: 0.13 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:36.9476349 1613979216.947634935 1613979216.947154760 +0.000479937, ltcy: 0.20 us, exec: 0.20 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:37.9479432 1613979217.947943211 1613979217.947462320 +0.000480652, ltcy: 0.22 us, exec: 0.16 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:38.9482117 1613979218.948211670 1613979218.947730541 +0.000480890, ltcy: 0.20 us, exec: 0.18 us, limit: 0.17 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:39.9484190 1613979219.948419094 1613979219.947938442 +0.000480413, ltcy: 0.16 us, exec: 0.17 us, limit: 0.18 us, leap: 00 *
GNS181PEX: 2021-02-22 07:33:40.9487402 1613979220.948740244 1613979220.948259354 +0.000480652, ltcy: 0.16 us, exec: 0.12 us, limit: 0.17 us, leap: 00 *
