
mbgsvcd v4.2.14 copyright Meinberg 2010-2020

Found 1 devices usable for the NTP daemon
PC cycles counter clock frequency: 2900000000 Hz
GNS181PEX: 2021-02-21 14:16:21.0726944 1613916981.072694540 1613916981.072535515 +0.000158787, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:52.0803998 1613917012.080399752 1613917012.080236435 +0.000163317, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:53.0806091 1613917013.080609083 1613917013.080445528 +0.000163555, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:54.0807875 1613917014.080787420 1613917014.080623627 +0.000163555, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:55.0809810 1613917015.080981016 1613917015.080816984 +0.000164032, ltcy: 0.11 us, exec: 0.07 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:56.0812186 1613917016.081218719 1613917016.081054449 +0.000164032, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:57.0814376 1613917017.081437588 1613917017.081273317 +0.000164270, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:58.0816350 1613917018.081634998 1613917018.081470490 +0.000164509, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:16:59.0818105 1613917019.081810474 1613917019.081645966 +0.000164509, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:00.0820633 1613917020.082063437 1613917020.081898451 +0.000164986, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:01.0822842 1613917021.082284212 1613917021.082119226 +0.000164986, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:02.0824951 1613917022.082495213 1613917022.082329988 +0.000165224, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:03.0827319 1613917023.082731962 1613917023.082566500 +0.000165462, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:04.0829553 1613917024.082955360 1613917024.082789898 +0.000165462, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:05.0831581 1613917025.083158016 1613917025.082992554 +0.000165462, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:06.0833551 1613917026.083355188 1613917026.083189249 +0.000165939, ltcy: 0.09 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:07.0835293 1613917027.083529472 1613917027.083363295 +0.000166178, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:08.0837036 1613917028.083703756 1613917028.083537579 +0.000166178, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:09.0839153 1613917029.083915234 1613917029.083749056 +0.000166178, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:10.0841027 1613917030.084102869 1613917030.083936214 +0.000166655, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:11.0843405 1613917031.084340572 1613917031.084173918 +0.000166655, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:12.0845473 1613917032.084547281 1613917032.084380627 +0.000166655, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:13.0847366 1613917033.084736586 1613917033.084569693 +0.000166893, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:14.0849979 1613917034.084997892 1613917034.084830761 +0.000167131, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:15.0851847 1613917035.085184813 1613917035.085017443 +0.000167370, ltcy: 0.09 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:16.0854388 1613917036.085438967 1613917036.085271358 +0.000167608, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:17.0856626 1613917037.085662603 1613917037.085494995 +0.000167608, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:18.0858843 1613917038.085884333 1613917038.085716486 +0.000167847, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:19.0860856 1613917039.086085558 1613917039.085917711 +0.000167847, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:20.0862786 1613917040.086278677 1613917040.086110353 +0.000168324, ltcy: 0.09 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:21.0864552 1613917041.086455345 1613917041.086287022 +0.000168324, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:22.0866345 1613917042.086634636 1613917042.086466074 +0.000168562, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:23.0868249 1613917043.086824894 1613917043.086656094 +0.000168800, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:24.0870376 1613917044.087037802 1613917044.086868763 +0.000169039, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:25.0872289 1613917045.087229013 1613917045.087059975 +0.000169039, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:26.0874039 1613917046.087404013 1613917046.087234735 +0.000169277, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:27.0876178 1613917047.087617874 1613917047.087448359 +0.000169516, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:28.0878546 1613917048.087854624 1613917048.087685108 +0.000169516, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:29.0881084 1613917049.088108301 1613917049.087938547 +0.000169754, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:30.0884448 1613917050.088444948 1613917050.088274956 +0.000169992, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:31.0886160 1613917051.088616133 1613917051.088445902 +0.000170231, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:32.0888726 1613917052.088872671 1613917052.088702440 +0.000170231, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:33.0891612 1613917053.089161158 1613917053.088990688 +0.000170469, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:34.0893947 1613917054.089394808 1613917054.089224100 +0.000170708, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:35.0897072 1613917055.089707136 1613917055.089536428 +0.000170708, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:36.0901053 1613917056.090105295 1613917056.089934349 +0.000170946, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:37.0904984 1613917057.090498447 1613917057.090327263 +0.000171185, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:38.0907652 1613917058.090765238 1613917058.090593815 +0.000171423, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:39.0910428 1613917059.091042757 1613917059.090871334 +0.000171423, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:40.0913025 1613917060.091302395 1613917060.091130733 +0.000171661, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:41.0916155 1613917061.091615677 1613917061.091443777 +0.000171900, ltcy: 0.09 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:42.0917879 1613917062.091788054 1613917062.091615915 +0.000172138, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:43.0920102 1613917063.092010260 1613917063.091838121 +0.000172138, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:44.0922195 1613917064.092219591 1613917064.092047215 +0.000172377, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:45.0924002 1613917065.092400312 1613917065.092227697 +0.000172615, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:46.0925734 1613917066.092573404 1613917066.092400551 +0.000172615, ltcy: 0.14 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:47.0927452 1613917067.092745304 1613917067.092572212 +0.000173092, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:48.0929347 1613917068.092934608 1613917068.092761517 +0.000172853, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:49.0932156 1613917069.093215704 1613917069.093042135 +0.000173569, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:50.0935143 1613917070.093514204 1613917070.093340874 +0.000173330, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:51.0937523 1613917071.093752384 1613917071.093578577 +0.000173807, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:52.0939297 1613917072.093929768 1613917072.093755960 +0.000173807, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:53.0941029 1613917073.094103098 1613917073.093928814 +0.000174284, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:54.0942940 1613917074.094294071 1613917074.094119787 +0.000174284, ltcy: 0.11 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:55.0945174 1613917075.094517469 1613917075.094342947 +0.000174522, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:56.0947081 1613917076.094708204 1613917076.094533443 +0.000174761, ltcy: 0.11 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:57.0949018 1613917077.094901800 1613917077.094727039 +0.000174522, ltcy: 0.13 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:58.0951026 1613917078.095102549 1613917078.094927549 +0.000174999, ltcy: 0.12 us, exec: 0.08 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:17:59.0953346 1613917079.095334768 1613917079.095159292 +0.000175238, ltcy: 0.21 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:00.0955636 1613917080.095563650 1613917080.095388174 +0.000175476, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:01.0957707 1613917081.095770836 1613917081.095595121 +0.000175714, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:02.0959508 1613917082.095950842 1613917082.095774889 +0.000175714, ltcy: 0.16 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:03.0961766 1613917083.096176624 1613917083.096000671 +0.000175953, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:04.0963532 1613917084.096353292 1613917084.096177101 +0.000175953, ltcy: 0.15 us, exec: 0.17 us, limit: 0.05 us, leap: 00
GNS181PEX: 2021-02-21 14:18:05.0965777 1613917085.096577644 1613917085.096401453 +0.000176191, ltcy: 0.12 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:06.0968355 1613917086.096835613 1613917086.096658945 +0.000176668, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:07.0970118 1613917087.097011805 1613917087.096835136 +0.000176668, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:08.0972223 1613917088.097222328 1613917088.097045422 +0.000176907, ltcy: 0.11 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:09.0974121 1613917089.097412109 1613917089.097234964 +0.000177145, ltcy: 0.10 us, exec: 0.06 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:10.0976001 1613917090.097600222 1613917090.097422838 +0.000177383, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:11.0977729 1613917091.097772837 1613917091.097595453 +0.000177383, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:12.0979928 1613917092.097992897 1613917092.097815037 +0.000177860, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:13.0981673 1613917093.098167419 1613917093.097989321 +0.000178099, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:14.0983426 1613917094.098342657 1613917094.098164558 +0.000178099, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:15.0986220 1613917095.098622084 1613917095.098443747 +0.000178337, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:16.0988270 1613917096.098827124 1613917096.098648548 +0.000178576, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:17.0990707 1613917097.099070787 1613917097.098891973 +0.000178814, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:18.0993941 1613917098.099394083 1613917098.099215269 +0.000178814, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:19.0995688 1613917099.099568844 1613917099.099389791 +0.000179052, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:20.0997691 1613917100.099769115 1613917100.099589825 +0.000179291, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:21.0999810 1613917101.099981070 1613917101.099801540 +0.000179529, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:22.1001695 1613917102.100169659 1613917102.099989891 +0.000179768, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:23.1003977 1613917103.100397825 1613917103.100217819 +0.000180006, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:24.1006713 1613917104.100671291 1613917104.100491047 +0.000180244, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:25.1008639 1613917105.100863934 1613917105.100683689 +0.000180244, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:26.1010805 1613917106.101080656 1613917106.100899935 +0.000180721, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:27.1013555 1613917107.101355553 1613917107.101174831 +0.000180721, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:28.1015662 1613917108.101566315 1613917108.101385355 +0.000180960, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:29.1017773 1613917109.101777315 1613917109.101596117 +0.000181198, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:30.1020721 1613917110.102072239 1613917110.101890802 +0.000181437, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:31.1022834 1613917111.102283478 1613917111.102101803 +0.000181437, ltcy: 0.12 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:32.1024926 1613917112.102492571 1613917112.102310896 +0.000181675, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:33.1026890 1613917113.102689028 1613917113.102507114 +0.000181913, ltcy: 0.11 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:34.1028829 1613917114.102882862 1613917114.102700710 +0.000182152, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:35.1030795 1613917115.103079557 1613917115.102897167 +0.000182390, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:36.1032556 1613917116.103255749 1613917116.103073120 +0.000182629, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:37.1034922 1613917117.103492260 1613917117.103309393 +0.000182867, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:38.1039028 1613917118.103902817 1613917118.103719711 +0.000183105, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:39.1041254 1613917119.104125500 1613917119.103942156 +0.000183344, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:40.1043747 1613917120.104374886 1613917120.104191303 +0.000183344, ltcy: 0.14 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:41.1046175 1613917121.104617596 1613917121.104434013 +0.000183582, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:42.1048311 1613917122.104831219 1613917122.104647160 +0.000184059, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:43.1050196 1613917123.105019808 1613917123.104835510 +0.000184298, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:44.1052255 1613917124.105225563 1613917124.105041265 +0.000184298, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:45.1054038 1613917125.105403900 1613917125.105219364 +0.000184536, ltcy: 0.11 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:46.1057409 1613917126.105741024 1613917126.105556250 +0.000184774, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:47.1059118 1613917127.105911970 1613917127.105726957 +0.000185013, ltcy: 0.09 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:48.1061432 1613917128.106143236 1613917128.105958223 +0.000185013, ltcy: 0.10 us, exec: 0.05 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:49.1063292 1613917129.106329203 1613917129.106143951 +0.000185251, ltcy: 0.10 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:50.1065024 1613917130.106502533 1613917130.106316805 +0.000185728, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
GNS181PEX: 2021-02-21 14:18:51.1067583 1613917131.106758356 1613917131.106572628 +0.000185728, ltcy: 0.09 us, exec: 0.04 us, limit: 0.05 us, leap: 00 *
